"","X","RouteDataID","CountryNum","StateNum","Route","RPID","Year","AOU","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID","Count10","Count20","Count30","Count40","Count50","StopTotal","SpeciesTotal","Month","Day","ObsN","TotalSpp","StartTemp","EndTemp","TempScale","StartWind","EndWind","StartSky","EndSky","StartTime","EndTime","Assistant","QualityCurrentID","RunType"
"37463",37463,6377374,840,34,52,101,2022,700,"ST MORGAN",0,38.6699717,-89.6602444,31,22,1,1,0,0,0,0,0,0,0,6,5,1090461,79,65,NA,"F",0,0,2,2,503,909,"0   ",1,1
"37491",37491,6244615,840,34,53,101,2001,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,7,1070250,62,73,NA,"F",0,1,1,2,513,900,"0   ",1,1
"37492",37492,6244570,840,34,53,101,2002,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,59,75,NA,"F",1,2,1,1,503,816,"0   ",1,1
"37493",37493,6165791,840,34,53,101,2003,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,57,45,NA,"F",0,0,0,0,503,815,"0   ",1,1
"37494",37494,6236167,840,34,53,101,2004,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,62,65,NA,"F",3,3,1,1,503,819,"0   ",1,1
"37495",37495,6236232,840,34,53,101,2005,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,2,1070250,60,65,NA,"F",2,2,2,2,503,948,"0   ",1,1
"37496",37496,6251880,840,34,53,101,2006,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,5,30,1070250,68,65,NA,"F",2,2,1,1,503,910,"NULL",1,1
"37497",37497,6260862,840,34,53,101,2007,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,63,60,NA,"F",0,1,4,1,503,910,"NULL",1,1
"37498",37498,6299751,840,34,53,101,2008,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,6,1070250,56,70,NA,"F",4,4,2,2,503,920,"NULL",0,0
"37499",37499,6311093,840,34,53,101,2009,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,6,1070250,72,65,NA,"F",0,1,1,2,503,1002,"0   ",1,1
"37500",37500,6317418,840,34,53,101,2010,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,6,1070250,54,65,NA,"F",4,4,2,1,503,918,"NULL",0,0
"37501",37501,6341838,840,34,53,101,2011,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,6,1070250,46,70,NA,"F",0,0,0,0,503,815,"NULL",1,1
"37502",37502,6345191,840,34,53,101,2012,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,44,48,NA,"F",3,3,2,2,503,802,"NULL",1,1
"37503",37503,6352401,840,34,53,101,2013,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,9,1070250,55,64,NA,"F",0,1,1,1,503,932,"0   ",1,1
"37504",37504,6355911,840,34,53,101,2014,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,62,69,NA,"F",0,0,1,1,503,905,"0   ",1,1
"37505",37505,6357726,840,34,53,101,2015,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,2,1070250,55,59,NA,"F",0,1,2,2,503,820,"0   ",1,1
"37506",37506,6361408,840,34,53,101,2016,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,6,1070250,61,62,NA,"F",0,1,1,0,503,830,"0   ",1,1
"37507",37507,6366056,840,34,53,101,2017,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,67,62,NA,"F",0,0,2,2,503,822,"0   ",1,1
"37508",37508,6370083,840,34,53,101,2018,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,1,1070250,61,70,NA,"F",0,1,1,1,503,904,"0   ",1,1
"37509",37509,6371542,840,34,53,101,2019,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,6,1070250,66,67,NA,"F",0,1,2,1,503,941,"0   ",1,1
"37510",37510,6376572,840,34,53,101,2021,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,3,1070250,59,63,NA,"F",2,2,2,2,503,909,"0   ",1,1
"37511",37511,6379130,840,34,53,101,2022,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,2,1070250,69,67,NA,"F",1,2,1,1,503,828,"0   ",1,1
"37512",37512,6382333,840,34,53,101,2023,700,"BEAUCOUP",1,38.3511978,-89.2943026,31,22,1,1,0,0,0,0,0,0,0,6,18,1070250,69,68,NA,"F",1,2,1,1,503,828,"0   ",1,1
"37537",37537,6244618,840,34,54,101,2001,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,21,1070002,61,69,NA,"F",2,2,2,1,459,852,"0   ",1,1
"37538",37538,6245481,840,34,54,101,2002,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,28,1070002,64,69,NA,"F",1,2,1,1,459,856,"0   ",1,1
"37539",37539,6165793,840,34,54,101,2003,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,5,1070002,60,55,NA,"F",1,2,0,0,459,910,"0   ",1,1
"37540",37540,6236171,840,34,54,101,2004,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,2,1070002,55,60,NA,"F",1,3,0,0,459,906,"0   ",1,1
"37541",37541,6236235,840,34,54,101,2005,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,14,1070002,58,71,NA,"F",2,3,1,1,459,855,"0   ",1,1
"37542",37542,6251881,840,34,54,101,2006,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,13,1070002,63,57,NA,"F",2,2,1,1,459,855,"NULL",1,1
"37543",37543,6262062,840,34,54,101,2007,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,12,1070002,64,61,NA,"F",1,1,0,0,459,857,"NULL",1,1
"37544",37544,6299986,840,34,54,101,2008,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,10,1070002,59,68,NA,"F",1,2,1,1,459,858,"NULL",1,1
"37545",37545,6312820,840,34,54,101,2009,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,9,1070002,60,66,NA,"F",1,3,0,1,459,851,"NULL",1,1
"37546",37546,6318653,840,34,54,101,2010,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,8,1070002,59,68,NA,"F",1,3,1,1,459,847,"NULL",1,1
"37547",37547,6341839,840,34,54,101,2011,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,7,1070002,51,71,NA,"F",1,3,0,0,459,852,"NULL",1,1
"37548",37548,6345656,840,34,54,101,2012,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,22,1151474,65,63,NA,"F",0,1,0,0,445,855,"1   ",1,1
"37549",37549,6352114,840,34,54,101,2013,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,15,1151474,41,63,NA,"F",0,0,2,1,459,900,"NULL",1,1
"37550",37550,6354622,840,34,54,101,2014,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,14,1151474,71,52,NA,"F",0,0,0,0,450,925,"1   ",1,1
"37551",37551,6362535,840,34,54,101,2016,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,9,1151474,62,56,NA,"F",0,0,0,0,459,920,"1   ",1,1
"37552",37552,6365342,840,34,54,101,2017,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,3,1151474,72,64,NA,"F",1,0,1,1,459,915,"1   ",1,1
"37553",37553,6370195,840,34,54,101,2018,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,9,1151474,62,72,NA,"F",0,0,1,1,459,915,"1   ",1,1
"37554",37554,6372092,840,34,54,101,2019,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,14,1151474,50,54,NA,"F",0,2,0,0,459,905,"1   ",1,1
"37555",37555,6376946,840,34,54,101,2021,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,18,1151474,47,74,NA,"F",1,1,2,0,459,830,"0   ",1,1
"37556",37556,6379121,840,34,54,101,2022,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,25,1151474,48,72,NA,"F",0,1,1,0,456,845,"1   ",1,1
"37557",37557,6382335,840,34,54,101,2023,700,"BRNT PRAIRIE",1,38.248185,-88.233672,31,24,1,1,0,0,0,0,0,0,0,6,3,1151474,65,63,NA,"F",0,1,0,0,459,849,"1   ",1,1
"37585",37585,6244621,840,34,55,101,2001,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,3,1040580,63,54,NA,"F",2,3,0,1,500,945,"0   ",1,1
"37586",37586,6245482,840,34,55,101,2002,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,22,1040580,59,75,NA,"F",0,0,0,0,500,1040,"0   ",1,1
"37587",37587,6165795,840,34,55,101,2003,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,23,1040580,55,72,NA,"F",0,0,0,0,459,930,"0   ",1,1
"37588",37588,6236173,840,34,55,101,2004,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,7,1040580,60,68,NA,"F",1,2,0,0,459,930,"0   ",1,1
"37589",37589,6236238,840,34,55,101,2005,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,11,1040580,59,71,NA,"F",0,0,2,0,506,938,"NULL",1,1
"37590",37590,6261321,840,34,55,101,2006,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,11,1040580,61,70,NA,"F",0,0,2,2,500,1030,"NULL",1,1
"37591",37591,6319523,840,34,55,101,2007,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,10,1040580,58,58,NA,"F",0,1,0,1,500,942,"NULL",1,1
"37592",37592,6300315,840,34,55,101,2008,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,14,1040580,61,72,NA,"F",0,1,0,0,500,1045,"NULL",1,1
"37593",37593,6312934,840,34,55,101,2009,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,20,1040580,58,73,NA,"F",0,1,1,0,500,916,"NULL",1,1
"37594",37594,6319390,840,34,55,101,2010,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,11,1040580,50,75,NA,"F",1,0,2,1,510,945,"NULL",1,1
"37595",37595,6341840,840,34,55,101,2011,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,22,1040580,55,70,NA,"F",2,2,2,2,500,950,"NULL",1,1
"37596",37596,6346944,840,34,55,101,2012,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,17,1040580,59,75,NA,"F",0,1,2,2,505,948,"NULL",1,1
"37597",37597,6353275,840,34,55,101,2013,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,18,1040580,55,63,NA,"F",0,0,1,1,500,1025,"0   ",1,1
"37598",37598,6356771,840,34,55,101,2014,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,16,1040580,60,71,NA,"F",2,1,2,0,520,1030,"0   ",1,1
"37599",37599,6378930,840,34,55,101,2022,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,24,970450,62,63,NA,"F",0,0,0,0,459,855,"0   ",1,1
"37600",37600,6381631,840,34,55,101,2023,700,"MT VERNON",1,38.4401577,-88.9703208,31,22,1,1,0,0,0,0,0,0,0,6,23,970450,60,61,NA,"F",0,0,0,0,459,936,"0   ",1,1
"37629",37629,6244625,840,34,56,101,2001,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,7,3,1040184,59,65,NA,"F",1,2,0,1,459,910,"0   ",1,1
"37630",37630,6245485,840,34,56,101,2002,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,29,1040184,63,72,NA,"F",0,1,0,1,500,940,"0   ",1,1
"37631",37631,6165796,840,34,56,101,2003,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,7,5,1040184,58,71,NA,"F",0,1,1,1,459,928,"0   ",1,1
"37632",37632,6236177,840,34,56,101,2004,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,3,1040184,68,60,NA,"F",0,0,0,0,503,NA,"0   ",0,0
"37633",37633,6236241,840,34,56,101,2005,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,11,1040184,63,70,NA,"F",1,2,1,2,502,932,"0   ",1,1
"37634",37634,6251882,840,34,56,101,2006,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,25,1040184,63,67,NA,"F",1,1,1,1,459,920,"NULL",1,1
"37635",37635,6260643,840,34,56,101,2007,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,7,1040184,72,57,NA,"F",0,0,1,0,459,1013,"NULL",1,1
"37636",37636,6300233,840,34,56,101,2008,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,23,1040184,56,61,NA,"F",1,0,1,0,459,922,"NULL",1,1
"37637",37637,6312270,840,34,56,101,2009,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,17,1040184,69,70,NA,"F",1,1,0,2,456,900,"NULL",1,1
"37638",37638,6318611,840,34,56,101,2010,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,7,2,1040184,58,59,NA,"F",1,2,0,0,507,855,"NULL",1,1
"37639",37639,6341841,840,34,56,101,2011,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,10,1040184,65,75,NA,"F",0,1,0,0,459,910,"NULL",1,1
"37640",37640,6345229,840,34,56,101,2012,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,18,1040184,56,72,NA,"F",1,2,0,0,449,930,"NULL",1,1
"37641",37641,6352415,840,34,56,101,2013,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,13,1040184,67,79,NA,"F",2,2,1,1,458,925,"NULL",1,1
"37642",37642,6354474,840,34,56,101,2014,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,7,1040184,58,63,NA,"F",0,1,1,1,458,910,"0   ",1,1
"37643",37643,6362002,840,34,56,101,2016,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,7,1040184,59,61,NA,"F",0,2,0,0,458,905,"0   ",1,1
"37644",37644,6365713,840,34,56,101,2017,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,5,30,1040184,59,57,NA,"F",1,1,1,1,459,850,"0   ",1,1
"37645",37645,6370387,840,34,56,101,2018,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,7,1040184,51,66,NA,"F",0,0,1,1,459,900,"0   ",1,1
"37646",37646,6376374,840,34,56,101,2021,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,24,1040184,55,62,NA,"F",0,1,0,0,459,915,"0   ",1,1
"37647",37647,6379341,840,34,56,101,2022,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,13,1040184,60,75,NA,"F",1,2,4,1,459,900,"0   ",1,1
"37648",37648,6382338,840,34,56,101,2023,700,"OLNEY",1,38.70688,-88.1676148,31,22,1,1,0,0,0,0,0,0,0,6,10,1040184,59,50,NA,"F",0,0,1,1,459,911,"0   ",1,1
"37668",37668,6245143,840,34,57,101,2001,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,3,990196,60,52,NA,"F",0,1,0,0,459,922,"0   ",1,1
"37669",37669,6246200,840,34,57,101,2002,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,8,990196,64,59,NA,"F",0,2,1,0,459,917,"0   ",1,1
"37670",37670,6237042,840,34,57,101,2004,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,7,7,1040184,45,70,NA,"F",0,0,1,0,459,NA,"NULL",0,0
"37671",37671,6251883,840,34,57,101,2005,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,9,1040184,60,70,NA,"F",1,2,1,2,545,1020,"NULL",0,0
"37672",37672,6251884,840,34,57,101,2006,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,27,1040184,58,62,NA,"F",1,1,2,1,559,1020,"NULL",0,0
"37673",37673,6360273,840,34,57,101,2007,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,6,1040184,70,57,NA,"F",0,0,1,0,459,1013,"0   ",1,1
"37674",37674,6299676,840,34,57,101,2008,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,24,1040184,58,61,NA,"F",1,1,1,1,457,913,"NULL",1,1
"37675",37675,6312236,840,34,57,101,2009,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,21,1040184,62,73,NA,"F",0,0,2,1,459,915,"NULL",1,1
"37676",37676,6318569,840,34,57,101,2010,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,7,6,1040184,55,68,NA,"F",1,1,0,1,454,845,"NULL",1,1
"37677",37677,6341842,840,34,57,101,2011,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,9,1040184,63,72,NA,"F",0,1,0,0,459,901,"NULL",1,1
"37678",37678,6345230,840,34,57,101,2012,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,20,1040184,61,67,NA,"F",0,2,0,0,449,905,"NULL",1,1
"37679",37679,6352419,840,34,57,101,2013,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,15,1040184,56,63,NA,"F",0,2,1,1,457,915,"0   ",1,1
"37680",37680,6354643,840,34,57,101,2014,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,9,1040184,62,64,NA,"F",0,0,1,1,457,905,"0   ",1,1
"37681",37681,6359190,840,34,57,101,2015,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,15,1040184,61,72,NA,"F",0,1,1,2,459,917,"0   ",1,1
"37682",37682,6362005,840,34,57,101,2016,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,6,1040184,56,63,NA,"F",1,1,0,0,459,915,"0   ",1,1
"37683",37683,6365710,840,34,57,101,2017,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,5,29,1040184,66,63,NA,"F",1,1,1,1,459,850,"0   ",1,1
"37684",37684,6370386,840,34,57,101,2018,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,23,1040184,51,68,NA,"F",1,1,2,2,459,905,"0   ",1,1
"37685",37685,6373375,840,34,57,101,2019,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,13,1040184,58,55,NA,"F",1,3,2,0,459,915,"0   ",1,1
"37686",37686,6379340,840,34,57,101,2022,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,7,5,1040184,52,74,NA,"F",0,0,0,0,459,901,"0   ",1,1
"37687",37687,6382334,840,34,57,101,2023,700,"FLORA",1,38.6772904,-88.4287356,31,22,1,1,0,0,0,0,0,0,0,6,9,1040184,50,49,NA,"F",1,0,0,0,459,915,"0   ",1,1
"37709",37709,6235379,840,34,58,101,2005,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,14,1190510,55,72,NA,"F",0,2,1,2,448,924,"0   ",1,1
"37710",37710,6251885,840,34,58,101,2006,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,27,1190510,58,60,NA,"F",0,0,4,2,455,908,"NULL",1,1
"37711",37711,6260822,840,34,58,101,2007,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,6,1190510,53,58,NA,"F",1,1,0,0,455,931,"NULL",1,1
"37712",37712,6299689,840,34,58,101,2008,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,8,1190510,52,74,NA,"F",0,3,0,0,455,909,"NULL",0,0
"37713",37713,6310754,840,34,58,101,2009,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,6,1190510,59,58,NA,"F",0,0,0,2,501,905,"NULL",1,1
"37714",37714,6318127,840,34,58,101,2010,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,10,1190510,53,69,NA,"F",0,0,1,2,457,925,"NULL",1,1
"37715",37715,6375586,840,34,58,101,2021,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,3,1020530,61,64,NA,"F",1,2,1,5,505,955,"1   ",1,1
"37716",37716,6378263,840,34,58,101,2022,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,8,1020530,67,62,NA,"F",2,3,0,8,445,915,"1   ",1,1
"37717",37717,6382225,840,34,58,101,2023,700,"BIRDS",1,38.8352107,-87.7451035,31,24,1,1,0,0,0,0,0,0,0,6,10,1020530,53,53,NA,"F",0,2,0,1,459,900,"1   ",1,1
"37749",37749,6245146,840,34,59,101,2001,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,1,1070002,75,56,NA,"F",2,4,2,2,506,904,"0   ",1,1
"37750",37750,6246203,840,34,59,101,2002,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,12,1070002,72,71,NA,"F",1,1,2,1,506,859,"0   ",1,1
"37751",37751,6165800,840,34,59,101,2003,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,2,1070002,69,55,NA,"F",1,3,1,2,520,920,"0   ",1,1
"37752",37752,6237047,840,34,59,101,2004,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,4,1070002,69,58,NA,"F",1,2,0,0,506,915,"0   ",1,1
"37753",37753,6236265,840,34,59,101,2005,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,17,1070002,73,61,NA,"F",1,1,1,1,506,856,"0   ",1,1
"37754",37754,6251886,840,34,59,101,2006,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,16,1070002,75,59,NA,"F",1,2,0,0,506,902,"NULL",1,1
"37755",37755,6262137,840,34,59,101,2007,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,15,1070002,71,60,NA,"F",1,1,0,0,506,852,"NULL",1,1
"37756",37756,6299927,840,34,59,101,2008,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,13,1070002,68,71,NA,"F",1,3,1,0,506,900,"NULL",1,1
"37757",37757,6312691,840,34,59,101,2009,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,12,1070002,64,65,NA,"F",1,3,0,2,506,858,"0   ",1,1
"37758",37758,6318592,840,34,59,101,2010,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,11,1070002,67,76,NA,"F",3,3,1,2,506,853,"NULL",1,1
"37759",37759,6341843,840,34,59,101,2011,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,10,1070002,68,71,NA,"F",0,1,0,0,506,857,"NULL",1,1
"37760",37760,6345844,840,34,59,101,2012,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,8,1070002,65,54,NA,"F",0,2,0,0,506,855,"NULL",1,1
"37761",37761,6352105,840,34,59,101,2013,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,7,1070002,61,66,NA,"F",2,4,2,0,506,840,"NULL",1,1
"37762",37762,6355383,840,34,59,101,2014,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,6,1070002,65,67,NA,"F",1,2,2,1,506,903,"NULL",1,1
"37763",37763,6359058,840,34,59,101,2015,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,12,1070002,61,77,NA,"F",2,3,1,0,506,900,"0   ",1,1
"37764",37764,6361311,840,34,59,101,2016,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,6,12,1090749,74,71,NA,"F",0,1,0,0,506,1058,"0   ",1,1
"37765",37765,6364077,840,34,59,101,2017,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,5,30,1090749,75,63,NA,"F",0,0,2,0,506,1017,"0   ",1,1
"37766",37766,6367488,840,34,59,101,2018,700,"PULASKI",1,37.2325914,-89.2352685,14,24,1,1,0,0,0,0,0,0,0,5,28,1090749,77,70,NA,"F",1,2,0,0,506,1033,"0   ",1,1
